word	frequency	WiyotEquivalents
put.mouth.down.to.drink	2	['lapohmlagaléš']
sour	2	['sic']
taste[3sbj.stv]	2	['úl,']
put<nmlz.p>away	2	['múka<h>n,', 'buka<h>n,']
TH.IMPL[3SBJ.PASS]	2	['othuh,', 'othuh']
tracks.	2	['wélił.', 'wakásił.']
seven	2	['hohlaw']
bow.	2	['uwógad.']
in.the.way	2	['lohwal']
be.angry	2	['tihlagan']
because	2	['bułáhl,', 'bołàl,']
look.so	2	['détk']
underneath	2	['kháwoh,']
go.by<nmlz.p>water	2	['u<h>r,']
rope	2	['tawipáhlił', 'tawípahlił,']
ahead	2	['čke']
in.the.center.	2	['šopèl.']
stretch.legs	2	['łukhóč']
set.down[3obj]	2	['tát']
dwell.at[1sbj].	2	['tó.']
be.dawn	2	['ágad']
store	2	['buk', 'bu']
go.back.and.forth	2	['kuhmoy']
hang.down	2	['pátar']
3SBJ.INDF[NMLZ.LOC]	2	['uy,', 'úy,']
men	2	['kúwih,', 'kúwih']
lie.along	2	['lúnahl', 'lúł']
menstruate	2	['kálabaph']
die[3sbj.def]	2	['khówadakw,', 'dakw,']
same	2	['šóp']
trouble	2	['túwakwahl,']
think.so	2	['dátw']
SBJ.DEF	2	['ił,']
CAUS[1SBJ]	2	['ís,', 's,']
be.back	2	['tótkadag', 'totkarag']
be.crooked	2	['kúpš', 'takích']
3<TH.NMLZ>OBJ	2	['ú<h>m', 'u<h>m']
tell.story.about	2	['boyagahrabiy', 'boyagahrabíy']
rib	2	['wátbukh']
tell.story.about[1sbj]	2	['boyagahrabíyutw']
be.all	2	['hal']
NEG!	2	['ih!']
a.while	2	['kuče', 'kuce']
all.the.way.to.	2	['bò.']
IMPL<EMP>	2	['ih<ya>w']
necklace	2	['khogakwówih,']
leave.off	2	['kítog', 'kitog']
salmon.creek	2	['taktugákah,']
be.point.of.land	2	['łakágaduhl']
different.kind	2	['hikłahl']
sit.there	2	['lágadokw']
cut.lengthwise	2	['thohw']
be.important	2	['yákw']
eat<neg>	2	['bi<h>w,', 'bi<h>w']
bunker.hill	2	['pučhówik']
break.off	2	['khihlagátk', 'khihlagátkan']
toad	2	['kwakwadáčk', 'kwakwadačk']
bag	2	['tóleswał,', 'toléswał,']
be.deep	2	['dukhígad', 'dúkhig']
old.folks	2	['lokwíł,']
close	2	['poya']
3SBJ.DEF[NMLZ.LOC]	2	['ił,']
both	2	['kuhmél']
redwood.log	2	['búphal,']
ears	2	['baluk', 'paluk']
pointed	2	['pučhók']
moon	2	['dacawalóyalakwi,']
hear.about	2	['ropar', 'parúk']
loleta	2	['katawółot,']
TH.RECP	2	['uhw']
charcoal	2	['pat']
kowa	2	['inch']
TH.IMPL[3SBJ.DEF]	2	['othuh,', 'óthuh,']
tell.story.about.3obj[1sbj]	2	['boyagahrabíyutw']
3OBJ[NEG].	2	['uhm.']
afterward	2	['čbiwon,', 'čbíwon,']
look.at[1sbj].	2	['tówiłor.']
great.grandchild	2	['kułák']
be.forehead	2	['totkukhígad']
weed.boy.	2	['wonačałoyawíkhit.', 'wonačałoyawík.']
weed	2	['hawígadak,', 'khičépaluk']
look.at[imp]	2	['tówihłor,']
chin.tattoo	2	['khułbótk,', 'khułbótk']
upper.alton	2	['wocoyágadił,']
dwell.at[3sbj].	2	['tokw.']
feel.bad	2	['bowákbot', 'lołb']
think<nmlz>	2	['dó<k>w', 'do<k>w']
touch<th.tr>	2	['púka<h>n']
really	2	['katagana']
doctor.headdress.	2	['khoksìkw.']
at.that.time	2	['kos', 'kós']
tree.	2	['wónokw.', 'tohlawíłih.']
slip.off	2	['šickóritw']
make.speech	2	['duned', 'dunéd']
trinidad.bay	2	['tokačwoyówik,', 'tokačawoyówik,']
next.morning	2	['harawałórih,', 'woló,']
six.stick.game.	2	['dolackánih.', 'holackánih.']
rows	2	['kuhlawagáł,']
one	2	['kut']
month	2	['katolakw', 'latkatólakw,']
thread	2	['sakwógał,']
wash.away	2	['wíhm', 'lóm']
INS	2	['ał,', 'áł']
go<neg>	2	['ato<h>l,', 'áto<h>l,']
insert	2	['kátawał']
play.with	2	['kómaročh', 'maroč']
weave.loosely	2	['ditharágałisosw', 'ditharagałisosw']
get.drunk	2	['čokwalakw', 'čókwalakw']
TH.IMPL[3SBJ.DEF].	2	['onihl.', 'ohw.']
tide.go	2	['wagad', 'wágad']
in	2	['kata']
paternal.aunt	2	['pokw,']
small.sticks	2	['kachípi,']
spear<nmlz.p>.	2	['tatwo<h>g.', 'tátwo<h>g.']
3SBJ.DEF[PASS]	2	['ił,']
court	2	['baromár', 'baromar']
work[1sbj]	2	['ków,', 'kow,']
peaches.	2	['walatítk.']
(PROG	2	['(ta', '(to']
adorn.oneself	2	['pówet']
resemble[3sbj.stv]	2	['kohnoyákw', 'kohnoyákw,']
pole	2	['thitkaraw']
throw<pass>away[nmlz]	2	['tho<h>r,']
oars	2	['bán', 'ban']
work.on	2	['lok']
southeast.	2	['hišbarì.']
carry.on.back.3obj	2	['ohyulaw', 'khohyulaw']
later	2	['čbíwon', 'čbíwon,']
be.ripe[3sbj.stv]	2	['yáp,', 'láp,']
appear<3sbj.stv>	2	['hołó<h>w,', 'hołó<h>w']
peppernut	2	['wókal', 'wókal,']
pepperwood.tree.	2	['wókałot.']
put.on.sticks[1sbj]	2	['wís,', 'wís']
box	2	['patuhlawík,']
3OBJ.INDF	2	['ik']
think<nmlz.inf>	2	['dó<k>w']
weave.tight	2	['yíwakwh', 'yíwakw']
hollow.weed.	2	['wùg.']
hold.up	2	['hašadén']
once	2	['kuče', 'kučé,']
poison	2	['tikwog', 'tikwóg']
happen.so[nmlz].	2	['dakw.', 'dakw,']
be.special.occasion	2	['khitów']
examine	2	['sbokw']
be.afternoon	2	['buyágad']
1<N.IND>OBJ	2	['wi<h>l']
dwell<nmlz.p>	2	['to<h>l,', 'tó<h>l,']
make.fancy	2	['khíłak', 'khiłak']
upper.alton[loc]	2	['wocóyagadił', 'wocóyágadił']
old.dead.wood	2	['wotukítokwił,']
be<stv>divided[3sbj].	2	['bígi<h>n.']
be.hard[3sbj.stv]	2	['šbak,', 'šbák']
STV	2	['ad', 'iw']
fall[3sbj.def].	2	['twàł.', 'twał.']
say<nmlz.p>	2	['lí<h>l,']
fruit.	2	['hóphoy.']
fruit	2	['hóphoy,']
with.nothing	2	['šišb', 'šbi']
brother.in.law	2	['wokh']
live.there	2	['túwoł', 'ot']
loose.plate.basket	2	['dohl', 'dóhl,']
forget	2	['kálawokw']
eureka	2	['čóručiči,']
belt	2	['táphalašił', 'táphalašił,']
water.soaked.spruce	2	['tuhyawókw', 'tuhyawókw,']
upper.alton.	2	['wocoyágadił.', 'wocoyagadił.']
DIM.	2	['óč.', 'óc.']
give.to	2	['yácab', 'lácab']
noon.time	2	['šopoyákw,']
lady.fern.	2	['macowáłahl.']
hazel.brush.	2	['lágasiswał.']
arrive	2	['yúw']
road	2	['lug', 'wołál,']
dress.	2	['hokàd.']
bother	2	['bókihr', 'kučow']
stick.	2	['bótih.']
head.off	2	['lowalagadót', 'howalágadót']
drive	2	['ahmal']
in.morning	2	['woló,']
good.bye	2	['čawókš,']
INSTL	2	['ónel', 'ónihl']
2PROH	2	['šu']
TH.PASS[3SBJ.PASS]	2	['ohw']
be.on.verge.of	2	['kowáda', 'wode']
gather.wood	2	['wóy', 'boy']
NMLZ.LOC	2	['ih', 'ił']
3SBJ.IMP.	2	['ag.', 'ig.']
nettles	2	['beł']
paternal.grandmother	2	['kúčhkh']
happen.so[3sbj].	2	['dágadák.', 'wadák.']
be.hidden	2	['tórabúk', 'tórabúg']
eat[1sbj]	2	['wéw', 'wihw']
smell.disagreeable	2	['róth']
dwell[nmlz]	2	['tókw', 'tokw']
see[1sbj]	2	['wał', 'bał']
grandmother.	2	['kúčk.', 'kúčhk.']
taste[3sbj].	2	['nul.', 'dul.']
TH.PASS[1SBJ.PASS].	2	['ehl.', 'il.']
NEG[3SBJ.PASS]	2	['uh', 'eh']
enjoy.eating	2	['wútéwal', 'wutéwul']
rather.early	2	['wolówał', 'wolówił']
1SBJ.PL.	2	['etak.', 'itak.']
take.hold.of	2	['khúl', 'kol']
madrone.berries	2	['šókičahn', 'šógičhahn,']
laugh.aloud	2	['nawókwh', 'kówákh']
carry.dim	2	['daw', 'raw']
curlew	2	['karúš']
match	2	['khánuw']
lack	2	['šów', 'šaš']
be.disagreeable[nmlz]	2	['ciyágadak']
look.back.every.few.steps	2	['gadeł', 'gádelór']
cl.plant	2	['áłwot', 'ałwot,']
this.where	2	['či']
bend	2	['íthad', 'íthd']
abalone.	2	['híwot.', 'hiwót.']
drift.out	2	['kowóm', 'wis']
be.strong[3sbj].	2	['taróyakw.']
skunk.	2	['póčhwi.']
take.trail	2	['leném', 'lánem']
be.sure.of	2	['łowuy', 'wuy']
own	2	['darihłúw', 'wádad']
call.to.mind	2	['wátitw']
pipe	2	['khakópóyh', 'wołał']
move.aside	2	['óy', 'oy']
be.tobacco	2	['kwós']
do.with.waist	2	['aš', 'áš']
gather.heracleum.lanatum	2	['ruwuhw']
3OBJ.DIR	2	['ab']
carry.load.on.back.dim	2	['dócw', 'ducw']
dig.bulbs	2	['ówókw', 'šew']
have.leaves	2	['phéłehl', 'phéhłahl']
cl.long	2	['okh']
on.the.move	2	['dołé']
bay	2	['bałah', 'yími']
sweat.house[loc]	2	['khawoh', 'kháwoh']
inside.	2	['tolih.', 'tólih.']
scold	2	['lon', 'lón']
creak	2	['ckáhkał', 'ckákał']
travel[1sbj]	2	['tol']
be.relating.to	2	['rówad', 'dakał']
whip	2	['tohk']
cl.cylindrical	2	['ad', 'kad']
lie.on.ground	2	['él', 'ehl']
arrow	2	['pučhípal', 'pučhí']
in.secret	2	['pá', 'pa']
converse	2	['tohl', 'tól']
wrestle	2	['sbánowokw', 'sbanówokw']
trail.	2	['wółal.', 'wołàl.']
killer.whale	2	['wekóčh']
all.over	2	['kucawánis,', 'átos']
children.	2	['cek.']
cook[3sbj].	2	['puh.', 'púw.']
food.	2	['bewih.', 'béwih.']
3SBJ<N.IND>STV.	2	['i<h>m.']
happen.to	2	['ágad', 'dákwh']
fresh.meat	2	['seméh', 'sémek']
be.unfortunate[1sbj].	2	['dákwil.']
sea.bird	2	['bepokhš', 'bepókhš']
sleep[1sbj].	2	['wetw.', 'itw.']
go.uphill	2	['yét', 'lét']
owl	2	['phicúhlokš,', 'picúlokhš']
rock.	2	['phłatk.', 'płátk.']
come.to.life	2	['kúwad', 'kuhwadaw']
home.	2	['tół.', 'toł.']
be.glad	2	['wotów', 'watób']
entrails	2	['téł', 'hił']
come.along	2	['hułét']
witness.by.hearing	2	['šópaduk']
1SBJ?	2	['uh.', 'ih.']
look.down	2	['tówełor', 'tówiłór']
river.bank	2	['tíne', 'lapalagátkak,']
be.up.on	2	['láhkw', 'lakhs']
paint.body	2	['dákhalakw']
laugh	2	['thón', 'wákh']
be.known	2	['kókhaw', 'kókwáw']
dive.before.breakers.come.in	2	['cuhm', 'scuhm']
be.exceedingly.small	2	['makhł', 'mokhł']
roof	2	['mul', 'buhl']
be.crowded[nmlz].	2	['wudók.', 'wadok.']
gamble<nmlz.p>	2	['pši<h>r,', 'pši<h>d']
starve[1pl.sbj].	2	['wótok.']
run.footrace[3sbj]	2	['sbáłekal']
cl.flat.round	2	['íth', 'éthks']
TH<3SBJ>PASS.	2	['u<h>w.', 'uhw.']
south.east	2	['híšwadí', 'šwudi']
be.above	2	['tót']
that.side.	2	['lakow.', 'lákowh.']
dig.clams	2	['čokwal', 'tupál']
2SBJ.HORT.	2	['et.', 'at.']
be.born[3sbj]	2	['kókw', 'kokw']
border	2	['tó', 'čhwe']
cl.liquid[3sbj].	2	['eł.']
3SBJ<NMLZ.P>PASS.	2	['a<h>n.']
harpoon	2	['pátat,', 'tog']
tie.in.knots	2	['datkós']
dig.hole	2	['lutkál', 'kohwalutkal']
bore.hole	2	['walúl', 'wilúl']
tail.dim	2	['dácig']
prepare	2	['walol', 'wolol']
go.to.sleep	2	['bícad', 'bicad']
harpoon.	2	['tog.']
pleiades	2	['kučéčhkušił']
INT?	2	['yo.', 'ya.']
be.ashamed	2	['yów']
shoot[3sbj]	2	['sbol']
2SBJ<N.IND>SBJV.	2	['a<h>m.']
treat.so	2	['lók']
walk.about.outside[3sbj].	2	['katkółel.', 'katkółal.']
cl.fur[3sbj]	2	['apt']
1SBJ.SBJV[NMLZ].	2	['ak.']
LOC[NMLZ]	2	['okw', 'akw']
horn	2	['badód,', 'madón']
3SBJ.	2	['ił.']
be.in.center	2	['šóph', 'šóp']
by.hand[3sbj]	2	['an', 'an,']
tail	2	['thíg', 'dáthig']
go.off[3sbj.pl].	2	['wetohd.']
DEM.	2	['číwad.', 'čawó.']
tear	2	['yóškh', 'šárabił']
steel.head	2	['cwol']
stand[1sbj].	2	['ohw.', 'óhw.']
tie.up	2	['kadókws', 'krókws']
porpoise	2	['khedawakátkhadi', 'kadawagátkódéh']
NMLZ.INF?	2	['ek.', 'ak?']
roll.dim[nmlz.a].	2	['áckaru.']
listen	2	['padúk', 'púšuk']
give.food	2	['th', 't']
2SBJ.STV	2	['ot,', 'ílot']
lie.on.ground[1sbj].	2	['el.', 'il.']
cover.over	2	['kwáphs']
cover.with.ashes	2	['lókwa', 'lokwá']
have.flesh	2	['mél', 'lámehl']
eyes	2	['walín', 'welén']
meat	2	['čečhočh', 'čečhóčh']
do.with.stick	2	['lokwhłoy', 'lokwłóy']
have.vision	2	['láłol']
up.above	2	['tóthideh', 'tót']
2SBJ<TH.N.IND>SBJV?	2	['a<h>m.']
divide	2	['il', 'lołbígitol']
be.plentiful	2	['wel', 'lél']
very.well	2	['katagána']
look.at[2sbj].	2	['tówełor.']
come.to.life.again	2	['lúweł', 'kowéhn']
die	2	['dákw', 'thawól']
down.dim	2	['cikw']
butcher	2	['bigíl', 'óhw']
sand.hill	2	['watał', 'watáł']
3<TH.NEG>OBJ[1SBJ].	2	['u<h>m.']
come.back.to.life	2	['lúweł', 'kúwud']
mad.river[loc]	2	['póthawot', 'potawót']
3SG.INTS	2	['č', 'čeł']
hold.facing.up	2	['hašarén', 'hašadén']
be.daylight	2	['rawáłor', 'dawałor']
be.head	2	['khas', 'wótwath']
sit.down	2	['lágadokw', 'tám']
carry.on.back	2	['tóyul', 'tólagál']
skate	2	['lelúwałakweh', 'leluwałákwił']
eat.in.secret	2	['wad', 'wod']
do.with.sticks	2	['lókłóy', 'kwhłoy']
southwest.young.man.	2	['dokšudáłágił.', 'dókšudiyołágił.']
secretly	2	['pá', 'pa']
be.sufficient	2	['píčh', 'pečél']
be.crowded[3sbj].	2	['widokw.', 'wadokw.']
spoil	1	['wowad']
function	1	['aš']
TH<TH.IMPL>SUB	1	['a<h>n']
go.in[3sbj]	1	['łák']
1SBJ.SBJV[NMLZ.POSS]	1	['ak,']
palm<th.sbjv>	1	['éso<h>n']
alton.	1	['kidagadólił.']
have.temporarily	1	['wol']
right.hand	1	['wihlok,']
TH.1OBJ[3SBJ].	1	['óhw.']
start.to.suck[1sbj]	1	['tathuragáp,']
3SBJ.INDF).	1	['uy).']
seem[3sbj.stv]	1	['dákw,']
give.3obj	1	['ckadóhš']
that.time	1	['čuwobokos']
on.shore	1	['łiwél']
curtains	1	['tkopókwłih,']
lay.in.row	1	['lélihs']
only[1poss]	1	['wónakw']
be<th.stv.3sbj>heavy	1	['lá<h>g']
that.sort	1	['áł']
carry.elk.meat	1	['ocw']
wear.3obj	1	['litów']
boy	1	['dóčhačk']
be.many-catch-th.sbjv[3sbj]	1	['kac-wél-ahg,']
door.	1	['tatkšàł.']
expel	1	['łén']
3SBJ<TH.NEG>STV	1	['a<h>n,']
go.into.enclosure	1	['kátaw']
club	1	['čókwal']
get.out	1	['łán']
work.much	1	['kacwák']
be.many-catch<th.neg>[3sbj].	1	['kac-wé<h>l.']
do.so.same.way[3sbj.stv]	1	['diyahmadákw,']
dwell.at[3sbj]	1	['tokw,']
eat[imp].	1	['biw.']
work.	1	['kow.']
be.wet[3sbj].	1	['tulì.']
shoot.at.grass	1	['yoláthohl']
shoot.at.sticks[3sbj]	1	['čečhórawon']
dollar.	1	['étk.']
be.one.half	1	['bes']
dollar	1	['étk']
be.dollar[nmlz]	1	['étksowakw,']
be.drowsy[3sbj.stv]	1	['lítwotakw']
peaches	1	['waltítk,']
thunder	1	['tokók']
quarts.	1	['lokhowihsónihl.']
after.a.while	1	['dukal']
quarts	1	['walokhowihsónihl,']
money.	1	['hiwéčk.']
believe.in	1	['yagápar']
NMLZ.INF)	1	['ik)']
shoot.at.hole	1	['lolok']
announce.elk.killed	1	['wókw']
be.sick[1sbj].	1	['saksokw.']
send.for	1	['bét']
not	1	['lute']
get<th.stv>dark	1	['khú<h>n']
table.bluff.rancheria	1	['tidalúł,']
freshet.rock	1	['ckelatulí,']
gamble<3sbj>	1	['phše<h>r']
single.one.	1	['tował.']
stand[3sbj]	1	['ohw,']
do.so.same.way[3sbj]	1	['diyahmadákw,']
stranger	1	['tíwihla,']
be.in.hand	1	['wehsón']
stand[3sbj].	1	['ohw.']
be.hot[3sbj.stv]	1	['kłát']
(3NEG	1	['(kho']
1OBJ[3SBJ])?	1	['ir)?']
fall.over.all.the.way	1	['kucabóyol']
stay<nmlz.p>	1	['lá<h>w']
fly.in.large.numbers	1	['roráš']
all.burn.up.pass	1	['kosahrawéłahr']
by<nmlz>water	1	['u<h>l,']
fall.in	1	['katawól']
apart	1	['bakt']
look.like[nmlz]	1	['ahrag']
be.drowsy[3sbj.stv].	1	['yítwotakw.']
tide.be.right	1	['pičhog']
bundle	1	['láphapłoy']
make.much	1	['kác']
INS.INTR.	1	['utw.']
UNK?	1	['phłatkosómałim.']
seek	1	['tówikh']
mussels	1	['čháš']
TH.INST[3SBJ.PASS]	1	['ónihl,']
build.house<nmlz.p>	1	['bú<h>l']
bear.river.	1	['básayo.']
be.in	1	['tol']
bullheads	1	['dúhnoks,']
ocean.bird.	1	['bepókhš.']
strick	1	['čačhał']
be.half.full	1	['yahgésw']
effect[1sbj]	1	['akw']
do.so[3sbj.def]	1	['dakw,']
be.basket.full	1	['hlawésw']
be.hot[3sbj.stv].	1	['bat.']
shout	1	['cawés']
be.expecting	1	['kuhséł']
(already	1	['(ła']
snag	1	['dópł,']
NEG).	1	['ah).']
(animal).	1	['(čečhíčh).']
big.lagoon.	1	['dícop.']
enemy	1	['wotks']
drop.down	1	['parag']
2SBJ.SBJV[NMLZ]	1	['am,']
be.drunk	1	['čókwal']
be.swift.current	1	['tínohw,']
do.so[3sbj.def].	1	['dákw.']
get.in.way	1	['lówaloł']
jump<3sbj>	1	['łó<h>l']
hang.on	1	['raphatkunókwš']
by<nmlz.p>water	1	['u<h>l,']
(contend.in.archery	1	['(lal']
3SBJ.IMPL)	1	['ád)']
shoot.arrow.into.hole.in.ground	1	['lolok']
begin.carry.meat	1	['khocw']
shoot.at.bunch.of.grass.in.air	1	['yólathohl']
3POSS[3SBJ]	1	['ehl']
shoot.sticks.into.ground[3sbj]	1	['čečhórawon']
1SBJ.STV.SBJV.	1	['òk.']
scratch	1	['wikw']
sea.gull.	1	['čúkičačk.']
be.in.front.of	1	['loyagán']
be.hundred[3sbj]	1	['éswoni,']
clothing	1	['sekw']
UNK.LOC.	1	['čhkačočhókwtokuwik.']
own[1sbj]	1	['loł,']
someone.else.	1	['tewíhlag.']
3SBJ.STV[IMPL]	1	['ad,']
STV<TH.3SBJ.STV>	1	['ó<h>w']
3SG.	1	['kwiláhl.']
wrestle[3sbj]	1	['sbánowokw']
brag[1sbj]	1	['witbiw,']
slightly	1	['búy']
swell	1	['othug']
hairy[3sbj]	1	['ápt,']
NMLZ.A[LOC].	1	['ił.']
pour	1	['kút']
CONT[3SBJ]	1	['wał']
way	1	['wug']
cause.pain	1	['čókwa']
fall.off[3sbj].	1	['twał.']
above.old.man	1	['kudiktótkokwił']
make.spark	1	['tíkwaweš']
INST.INTR.	1	['utw.']
twin	1	['díčhawog']
live[3sbj]	1	['tókw']
chase.3obj	1	['rokwš']
leggings.	1	['šetwáhlag.']
matches	1	['tódonihla,']
burn<th.stv>	1	['łá<h>l']
fall[3sbj.stv].	1	['twał.']
fall[3sbj.stv]	1	['twał,']
small.owl	1	['čakčákw']
stay.together	1	['tóluhm']
dandy.bill	1	['wináw,']
talk.about	1	['dahgadér']
be.little.girl	1	['tohrabóč']
matches.	1	['tódonihla.']
clams.	1	['hułí.']
INST.TR[1SBJ]	1	['ut,']
OBJ.IMPL	1	['úł,']
be.the.same[3sbj.stv]	1	['diyahmadágadakw,']
sound	1	['dokhaw']
remember	1	['bátitw']
small.bird	1	['cúckiš']
by.piece	1	['láska']
3OBJ[NMLZ]	1	['aw,']
alder	1	['wit']
1OBJ[2SBJ.IMP].	1	['ol.']
red.headed.woodpecker.	1	['dokówh.']
TH.STV[3SBJ.STV].	1	['óhw.']
pileated.woodpecker	1	['kákhokw']
1<TH.IMP>OBJ[2SBJ].	1	['o<h>l.']
feed<th.pass>	1	['túhw']
UNK.LOC	1	['hačhgábohw']
white.person	1	['tikwó']
look<th.imp>at	1	['tówiło<h>r']
feed[3sbj.pass].	1	['túh.']
at.destingation	1	['kwi']
come<3sbj.impl>.	1	['yu<h>w.']
2HORT	1	['it,']
in.middle	1	['šópel']
bring.along	1	['wówutw']
klamath[loc]	1	['iktihn']
klamath[loc].	1	['iktíhn.']
weed.	1	['hawígadak.']
3OBJ[2SBJ.IMP].	1	['um.']
be.strong[3sbj]	1	['taróyakw']
indian.devil	1	['tikwógałił,']
sort.separately	1	['likłatól']
on.the.way	1	['walél,']
quickly	1	['bí']
so.many.kinds	1	['halab']
gather[3sbj.def].	1	['òł.']
nose	1	['tathad']
blood.	1	['káhwik.']
mad.river	1	['potawót,']
do.loose.basket.weaving	1	['dítharagałisosw']
small.pack.basket.	1	['čaróc.']
break.on.nose	1	['khilag']
basket.plate.	1	['pós.']
basket.mortar.	1	['pítw.']
basketry.cap.	1	['kíhy.']
be.relative	1	['dowaróg']
1SBJ.SBJV[NMLZ.POSS].	1	['ak.']
maidenhair.fern.	1	['siswókwi.']
3OBJ.IND	1	['um']
fire.drill	1	['padátował']
weave<th.imp>	1	['lú<h>n']
come<3sbj.impl>	1	['yú<h>w']
be.nose	1	['táthad']
(UNK	1	['(škí']
gamble)	1	['poš)']
go.by.boat	1	['úth']
be.there[3sbj].	1	['tókw.']
make.with	1	['kaluh']
by<nmlz.p>hand.	1	['a<h>n.']
be.there[nmlz]	1	['tokw']
take.so	1	['lán']
be.there[3sbj]	1	['tokw']
move.in	1	['tól']
NMLZ.A[POSS].	1	['ił.']
be.difficult[3sbj]	1	['šwakw']
tobacco	1	['kwós']
pipe.	1	['khagápoyh.']
darken<th.stv>	1	['khú<h>n']
3<TH.PASS>OBJ[3SBJ.PASS].	1	['u<h>m.']
witness.by.seeing	1	['bóšokw']
dead.wood.	1	['buptáš.']
measure[3obj]	1	['sbokw']
everything.	1	['hálahn.']
be.basket.plate	1	['pitwál']
stop	1	['lúłihs']
flour	1	['swówinih,']
tell<th.pass>	1	['yo<h>n']
shear	1	['šarabiłár']
wool	1	['tbonagitadúhwak,']
all.kinds.	1	['hálahn.']
mule	1	['miyúl,']
hookton	1	['húktan,']
go.up.to	1	['lágisk']
grass.	1	['dawígadak.']
up.river.	1	['čóč.']
be.belly	1	['tóg']
come.in.to.load.up	1	['yágadiłw']
down.river.	1	['šúhr.']
teach.to.see	1	['sbał']
split[3obj]	1	['wošukadehr']
cl.small.round.objects[nmlz]	1	['ack']
be.in<nmlz.p>woods	1	['tí<h>n,']
two	1	['dic']
be.so.far	1	['kosbow']
dwell<1sbj>	1	['to<h>l,']
look.for[3sbj].	1	['wałol.']
(here	1	['(kwíl']
do[3sbj]).	1	['ków).']
be.old[1sbj]	1	['lokw,']
work[1sbj].	1	['kow.']
do.to[3obj]	1	['yok']
tightly.woven.basket	1	['čwóč']
do.so.same.way[nmlz]	1	['diyahmadákw,']
white.man.	1	['tikwó.']
feast[nmlz]	1	['moł']
hydesville.	1	['čibílih.']
1PL.	1	['hinòd.']
haul.down	1	['tkalagathohlab']
get.warm	1	['bágad']
year	1	['ekalábagadak,']
every	1	['halab']
hydesville	1	['čibílih']
be.young.man	1	['thígad']
all.at.once	1	['konakato']
be.ten	1	['dalukh']
INST[1SBJ].	1	['út.']
TH.OBJ	1	['íw']
SUB.	1	['ahl.']
be.all.colors	1	['phówalów']
float.down	1	['lóm']
work<nmlz.p>	1	['ko<h>w,']
however	1	['tołko']
rain.first	1	['šípuw']
give.birth.to	1	['kókwhs']
hate.person.of.opposite.sex	1	['šakhš']
two.sides	1	['kuhmél']
back.bone.	1	['taptítk.']
some.place	1	['tołto']
wrap[3obj]	1	['tulaphatk']
hand.grass.	1	['holapłínih.']
hand.grass	1	['holapłínih,']
come<nmlz.p>.	1	['yú<h>w.']
oh.my	1	['hocwáł']
3SBJ<NEG>PASS	1	['i<h>m,']
break[3sbj.def]	1	['tikot,']
cl.longish.object	1	['ok']
get.agitated	1	['kókwiw']
EMPH[NMLZ]	1	['itk']
start.to.move	1	['kikátol']
wagon	1	['atkalagathóhl']
keep.hidden	1	['tórabug']
hitch.up	1	['khokws']
be.afternoon[3sbj]	1	['búyágadak']
do[3sbj.def]	1	['dakw,']
head.	1	['watbát.']
back.bone	1	['taptítk,']
formerly	1	['khuno']
fall[3sbj]	1	['twad']
wagon.	1	['latkalagathóhlawahn.']
happen.so[3sbj.stv].	1	['dagadak.']
orphan.	1	['wohmoyákwih.']
be.shallow[nmlz].	1	['wig.']
break.dam	1	['rawathór']
joe.dickerson.	1	['čukhóroš.']
be.true	1	['buy']
joe.dickerson	1	['čukhóroš,']
start.go	1	['kigátol']
tell.tales	1	['łóc']
(INDF	1	['(lo']
pull.with.hands	1	['tkén']
have.nothing	1	['šowonákw']
poor.folks.	1	['wikígadakwih.']
hummingbird.	1	['cakwhónabahra.']
jaw	1	['sulótkad']
woodpecker.	1	['kákhokw.']
call.in.woods	1	['tówel']
poor.folks	1	['wikígadakwih,']
travel[1sbj.pl]	1	['atol']
woodpecker.scalp.headdress	1	['tarokóhw,']
carry.load[1sbj]	1	['oc']
be.so<3sbj.stv>long.	1	['kósbo<h>w.']
scare	1	['tad']
fathom<nmlz>	1	['abó<h>n,']
carry.load.on.back	1	['lócw']
TH.IMPL[3SBJ.PASS].	1	['othuh.']
be.narrow	1	['kakóšb']
when.2sbj	1	['khu']
flint	1	['phál,']
come.to.get	1	['lebét']
chin	1	['tošadógotk']
over	1	['kólawa']
small.dentalia.	1	['kucérakbahn.']
cap	1	['pareckošówił,']
be.a.dance	1	['hnawoyágad']
3SBJ.DEF[POSS].	1	['ił.']
stand.up[3sbj].	1	['óhw.']
cl.like.hair	1	['ap']
face.that.way	1	['adahgadoy']
other.direction	1	['tiní,']
pubesce	1	['karočbíw']
bał,	1	['emph']
front.dress.	1	['bútw.']
wear[3sbj.def]	1	['túł,']
leach[nmlz]	1	['khíłisw,']
sit.down.to.rest.	1	['yutágadokw.']
daylight	1	['rawáłohr,']
fly[pl].	1	['phiłwátkuthii.']
doctor.headdress	1	['khoksíkw,']
sucking.shaman.	1	['bíhlił.']
acorn.flour	1	['kohmak']
3SBJ.PASS[NMLZ]	1	['ed']
be.back.of.head	1	['toragatkoš']
tie	1	['kadókws']
cut.through	1	['khów']
knife[inst]	1	['púmihphel,']
be.feather	1	['wolápt']
doctor.pipe.	1	['bołàl.']
swallowing.feather.	1	['watwalót.']
do.with.face	1	['gada']
be.at.home[3sbj].	1	['tokwh.']
string	1	['púthuhs']
make.fine	1	['kakóšbap']
tightly.woven.pack.basket	1	['čar']
cl.small.round[nmlz]	1	['atk,']
AFF…	1	['kítko…']
