word_1	word_2	biword	frequency
3SBJ.IMPL.	wrap.around.behind	3SBJ.IMPL.|wrap.around.behind	1
wrap.around.behind	TH.PASS	wrap.around.behind|TH.PASS	1
TH.PASS	INST.IMPL	TH.PASS|INST.IMPL	1
cottontail.rabbit	rabbit.skin.	cottontail.rabbit|rabbit.skin.	1
rabbit.skin.	EMPH	rabbit.skin.|EMPH	1
out	leak	out|leak	1
leak	NMLZ.P	leak|NMLZ.P	1
acorn.	DEF	acorn.|DEF	1
DEF	pound	DEF|pound	1
3SBJ<NMLZ.P>IMPL.	indian	3SBJ<NMLZ.P>IMPL.|indian	1
DEF	basketry.cap	DEF|basketry.cap	2
basketry.cap	PROG	basketry.cap|PROG	2
PROG	measure	PROG|measure	2
measure	TH.IMPL	measure|TH.IMPL	2
be.one	INST.IMPL[NMLZ]	be.one|INST.IMPL[NMLZ]	1
INST.IMPL[NMLZ]	DEM	INST.IMPL[NMLZ]|DEM	1
3SBJ.IMPL	acorn.	3SBJ.IMPL|acorn.	1
acorn.	PROG	acorn.|PROG	1
INCH	be.fine.grained	INCH|be.fine.grained	2
be.fine.grained	3SBJ.INDF	be.fine.grained|3SBJ.INDF	2
INCH	gather.to.center	INCH|gather.to.center	1
gather.to.center	3SBJ<NMLZ.P>IMPL	gather.to.center|3SBJ<NMLZ.P>IMPL	1
3SBJ<NMLZ.P>IMPL	think[nmlz.p]	3SBJ<NMLZ.P>IMPL|think[nmlz.p]	1
think[nmlz.p]	EMPH	think[nmlz.p]|EMPH	1
EMPH	be.one	EMPH|be.one	1
cl.time	be.fine.grained	cl.time|be.fine.grained	1
be.fine.grained	3SBJ.STV.	be.fine.grained|3SBJ.STV.	1
be.fine.grained	3SBJ.STV	be.fine.grained|3SBJ.STV	1
then	for.a.while	then|for.a.while	1
ITER	rest	ITER|rest	1
rest	3SBJ.INDF.	rest|3SBJ.INDF.	1
DEM	basket.plate	DEM|basket.plate	1
basket.plate	DIM	basket.plate|DIM	2
DIM	then	DIM|then	1
3SBJ.IMPL.	basket.plate	3SBJ.IMPL.|basket.plate	1
basket.plate	be.large	basket.plate|be.large	1
be.large	3SBJ<NMLZ.P>IMPL	be.large|3SBJ<NMLZ.P>IMPL	1
PROG	lay.down	PROG|lay.down	1
lay.down	CAUS	lay.down|CAUS	1
3SBJ.INDF.	basket.plate	3SBJ.INDF.|basket.plate	1
DIM	INCH	DIM|INCH	1
out	dip	out|dip	1
dip	INST.IMPL[3SBJ.PASS].	dip|INST.IMPL[3SBJ.PASS].	1
INST.IMPL[3SBJ.PASS].	then	INST.IMPL[3SBJ.PASS].|then	1
INCH	shake.up.and.down	INCH|shake.up.and.down	5
shake.up.and.down	3SBJ.IMPL	shake.up.and.down|3SBJ.IMPL	3
shake.up.and.down	3SBJ.IMPL.	shake.up.and.down|3SBJ.IMPL.	2
be.fine	NMLZ.P	be.fine|NMLZ.P	1
NMLZ.P	basket.plate	NMLZ.P|basket.plate	1
basket.plate	LOC	basket.plate|LOC	2
LOC	INCH	LOC|INCH	1
tap.in	3SBJ<NMLZ.P>IMPL.	tap.in|3SBJ<NMLZ.P>IMPL.	1
DEM.DIST	be.large	DEM.DIST|be.large	1
be.large	cl.round[nmlz]	be.large|cl.round[nmlz]	1
separate	put	separate|put	2
REP	pound	REP|pound	2
3SBJ<NMLZ.P>IMPL.	ITER	3SBJ<NMLZ.P>IMPL.|ITER	1
REP	INCH	REP|INCH	1
3SBJ.IMPL.	then	3SBJ.IMPL.|then	2
be.fine.grained	3SBJ.INDF.	be.fine.grained|3SBJ.INDF.	1
AFF	mix[3sbj.pass]	AFF|mix[3sbj.pass]	1
mix[3sbj.pass]	AFF	mix[3sbj.pass]|AFF	1
AFF	all	AFF|all	1
all	put.together	all|put.together	1
put.together	3SBJ.IMPL	put.together|3SBJ.IMPL	1
3SBJ.IMPL	well	3SBJ.IMPL|well	1
3SBJ.IMPL	like	3SBJ.IMPL|like	2
like	seem.so[3sbj.stv]	like|seem.so[3sbj.stv]	2
seem.so[3sbj.stv]	already	seem.so[3sbj.stv]|already	1
3SBJ.INDF	then	3SBJ.INDF|then	1
3SBJ.IMPL.	DEM.DIST	3SBJ.IMPL.|DEM.DIST	2
DEM.DIST	basket.plate	DEM.DIST|basket.plate	1
enough	be.so[3sbj.stv]	enough|be.so[3sbj.stv]	1
INCH	leach	INCH|leach	1
leach	3SBJ.INDF	leach|3SBJ.INDF	1
think[nmlz]	AFF	think[nmlz]|AFF	1
AFF	OPT	AFF|OPT	2
OPT	eat[3sbj]	OPT|eat[3sbj]	1
eat[3sbj]	INCH	eat[3sbj]|INCH	1
darken	3SBJ<NMLZ.P>IMPL.	darken|3SBJ<NMLZ.P>IMPL.	1
3SBJ<NMLZ.P>IMPL.	INCH	3SBJ<NMLZ.P>IMPL.|INCH	1
leach	3SBJ.INDF.	leach|3SBJ.INDF.	1
3SBJ.INDF.	rock	3SBJ.INDF.|rock	1
rock	AFF	rock|AFF	1
INCH	pull.to.edge	INCH|pull.to.edge	1
pull.to.edge	3SBJ.INDF	pull.to.edge|3SBJ.INDF	1
put.in	3SBJ.IMPL	put.in|3SBJ.IMPL	1
INDF	cooking.basket	INDF|cooking.basket	1
cooking.basket	SUB	cooking.basket|SUB	1
acorn	already	acorn|already	1
enough	taste.so[3sbj.stv]	enough|taste.so[3sbj.stv]	1
taste.so[3sbj.stv]	AFF	taste.so[3sbj.stv]|AFF	1
be.inside[3sbj.stv]	acorn[flour].	be.inside[3sbj.stv]|acorn[flour].	1
acorn[flour].	rock	acorn[flour].|rock	1
rock	INCH	rock|INCH	1
put.in	3SBJ.IMPL.	put.in|3SBJ.IMPL.	1
INCH	stir	INCH|stir	4
stir	3SBJ.IMPL	stir|3SBJ.IMPL	1
seem.so[3sbj.stv]	AFF	seem.so[3sbj.stv]|AFF	1
INCH	cook[3sbj.pass].	INCH|cook[3sbj.pass].	3
cook[3sbj.pass].	DEM	cook[3sbj.pass].|DEM	1
then	set.aside	then|set.aside	1
set.aside	INST.IMPL[NMLZ].	set.aside|INST.IMPL[NMLZ].	1
hollow.weed	AFF	hollow.weed|AFF	1
TH.SUB	3SUB.	TH.SUB|3SUB.	1
3SUB.	DEM	3SUB.|DEM	1
then	be.warm	then|be.warm	1
be.warm	cl.season	be.warm|cl.season	2
cl.season	DEM	cl.season|DEM	1
3SBJ.IMPL.	halfway	3SBJ.IMPL.|halfway	1
cl.season	hollow.weed.	cl.season|hollow.weed.	1
hollow.weed.	nice	hollow.weed.|nice	1
taste.so[3sbj.stv]	when	taste.so[3sbj.stv]|when	1
NMLZ.P.	sometimes	NMLZ.P.|sometimes	2
sometimes	something	sometimes|something	1
be.so.many	3SBJ<NMLZ.P>IMPL	be.so.many|3SBJ<NMLZ.P>IMPL	2
3SBJ<NMLZ.P>IMPL	PROG	3SBJ<NMLZ.P>IMPL|PROG	2
DEM.DIST	eat.with.something	DEM.DIST|eat.with.something	1
eat.with.something	INST.IMPL[3SBJ.DEF]	eat.with.something|INST.IMPL[3SBJ.DEF]	1
INST.IMPL[3SBJ.DEF]	1NEG	INST.IMPL[3SBJ.DEF]|1NEG	1
TH.3OBJ	3OBJ[1SBJ].	TH.3OBJ|3OBJ[1SBJ].	4
3OBJ[1SBJ].	some	3OBJ[1SBJ].|some	1
also	sweet.anise	also|sweet.anise	1
around	name.	around|name.	1
name.	DEM	name.|DEM	1
PROG	peel<nmlz.p>	PROG|peel<nmlz.p>	1
peel<nmlz.p>	DEM	peel<nmlz.p>|DEM	1
then	eat<nmlz.p>.	then|eat<nmlz.p>.	1
eat<nmlz.p>.	hollow.weed	eat<nmlz.p>.|hollow.weed	1
hollow.weed	ADVS	hollow.weed|ADVS	1
ADVS	some	ADVS|some	1
sour	taste[3sbj.stv]	sour|taste[3sbj.stv]	2
taste[3sbj.stv]	very	taste[3sbj.stv]|very	1
very	sour	very|sour	1
taste[3sbj.stv]	FUT	taste[3sbj.stv]|FUT	1
swell.up[3sbj.stv]	eat<th.sbjv>	swell.up[3sbj.stv]|eat<th.sbjv>	1
eat<th.sbjv>	2SBJ.SBJV	eat<th.sbjv>|2SBJ.SBJV	1
2SBJ.SBJV	good	2SBJ.SBJV|good	1
good	PST	good|PST	2
taste.so[3sbj.stv]	2POSS	taste.so[3sbj.stv]|2POSS	1
2POSS	mouth	2POSS|mouth	1
mouth	FUT	mouth|FUT	1
FUT	very	FUT|very	1
PROG	be.sharp	PROG|be.sharp	1
be.sharp	CAUS	be.sharp|CAUS	2
3SBJ<NMLZ.P>IMPL	hill.onion	3SBJ<NMLZ.P>IMPL|hill.onion	1
hill.onion	cl.round.	hill.onion|cl.round.	2
INCH	dig	INCH|dig	1
dig	INST	dig|INST	1
INST	hole	INST|hole	1
hole	3SBJ.IMPL	hole|3SBJ.IMPL	2
DEF	catch.many	DEF|catch.many	1
catch.many	3SBJ.IMPL[NMLZ]	catch.many|3SBJ.IMPL[NMLZ]	1
3SBJ.DEF.	pack.basket	3SBJ.DEF.|pack.basket	1
pack.basket	around	pack.basket|around	1
PROG	be.inside[3sbj.stv].	PROG|be.inside[3sbj.stv].	1
be.inside[3sbj.stv].	PROG	be.inside[3sbj.stv].|PROG	1
3SBJ.IMPL.	good	3SBJ.IMPL.|good	1
be.so[3sbj.stv].	DEM	be.so[3sbj.stv].|DEM	1
nicely	then	nicely|then	1
INCH	fix	INCH|fix	1
fix	3SBJ.IMPL.	fix|3SBJ.IMPL.	1
cook[3sbj.pass].	fire	cook[3sbj.pass].|fire	1
make.fire	3SBJ.IMPL.	make.fire|3SBJ.IMPL.	1
3SBJ.IMPL.	very	3SBJ.IMPL.|very	2
very	be.very.hot[3sbj.stv]	very|be.very.hot[3sbj.stv]	1
be.very.hot[3sbj.stv]	fire.	be.very.hot[3sbj.stv]|fire.	1
be.large	cl.round	be.large|cl.round	1
cl.round	hole	cl.round|hole	1
3SBJ.IMPL	fire	3SBJ.IMPL|fire	1
put.in	3SBJ.INDF.	put.in|3SBJ.INDF.	1
DEM	hill.onion	DEM|hill.onion	1
hill.onion	cl.round	hill.onion|cl.round	1
cl.round	then	cl.round|then	1
then	nicely	then|nicely	1
CESS	fix	CESS|fix	1
3SBJ<NMLZ.P>IMPL	leaf	3SBJ<NMLZ.P>IMPL|leaf	1
leaf	DEM	leaf|DEM	1
INCH	lay.down	INCH|lay.down	1
DEM.DIST	hill.onion	DEM.DIST|hill.onion	1
ITER	cover.up	ITER|cover.up	1
cover.up	INST.IMPL[NMLZ]	cover.up|INST.IMPL[NMLZ]	1
INST.IMPL[NMLZ]	also	INST.IMPL[NMLZ]|also	1
EMPH	leaf.	EMPH|leaf.	1
be.wide	cl.round	be.wide|cl.round	1
cl.round	cl.flat	cl.round|cl.flat	1
cl.flat	NMLZ.P	cl.flat|NMLZ.P	1
NMLZ.P	good	NMLZ.P|good	1
good	be.so[3sbj.stv].	good|be.so[3sbj.stv].	1
be.so[3sbj.stv].	AFF	be.so[3sbj.stv].|AFF	1
taste	taste[3sbj.def].	taste|taste[3sbj.def].	1
taste[3sbj.def].	good	taste[3sbj.def].|good	1
very	taste.so[3sbj.stv].	very|taste.so[3sbj.stv].	1
taste.so[3sbj.stv].	INCH	taste.so[3sbj.stv].|INCH	1
3SBJ.IMPL	then	3SBJ.IMPL|then	4
then	be.long.time	then|be.long.time	1
be.long.time	NMLZ.P.	be.long.time|NMLZ.P.	1
then	move.away	then|move.away	1
move.away	3SBJ.IMPL	move.away|3SBJ.IMPL	1
3SBJ<TH.IMPL>IMPL	AFF	3SBJ<TH.IMPL>IMPL|AFF	1
CESS	cook[3sbj.pass].	CESS|cook[3sbj.pass].	1
INCH	make.flat	INCH|make.flat	2
make.flat	cl.round	make.flat|cl.round	2
cl.round	3SBJ<NMLZ.P>IMPL	cl.round|3SBJ<NMLZ.P>IMPL	2
DEF	bread	DEF|bread	1
bread	like	bread|like	1
PROG	be.so[3sbj.stv].	PROG|be.so[3sbj.stv].	1
be.so[3sbj.stv].	1SG	be.so[3sbj.stv].|1SG	1
PST	eat[1sbj].	PST|eat[1sbj].	1
eat	1SBJ	eat|1SBJ	2
1SBJ	long.ago	1SBJ|long.ago	2
LOC	so	LOC|so	1
DEF	gather	DEF|gather	1
NMLZ.INF	1SG	NMLZ.INF|1SG	1
gather	3OBJ.	gather|3OBJ.	1
3OBJ.	long.ago.	3OBJ.|long.ago.	1
long.ago.	sand	long.ago.|sand	1
grow	3SBJ.DEF.	grow|3SBJ.DEF.	1
here.and.there	have.runners	here.and.there|have.runners	1
have.runners	3SBJ.DEF	have.runners|3SBJ.DEF	2
3SBJ.DEF	here.and.there	3SBJ.DEF|here.and.there	1
be.so[3sbj.stv].	fire	be.so[3sbj.stv].|fire	1
like	PL	like|PL	1
be.so	cl.round.small[3sbj.stv].	be.so|cl.round.small[3sbj.stv].	1
cl.round.small[3sbj.stv].	PROG	cl.round.small[3sbj.stv].|PROG	1
pick	3SBJ.INDF.	pick|3SBJ.INDF.	2
3SBJ.INDF.	nice	3SBJ.INDF.|nice	1
be.so[3sbj.stv]	PROG	be.so[3sbj.stv]|PROG	1
catch.many	gather	catch.many|gather	1
like	be.small[3sbj.stv].	like|be.small[3sbj.stv].	1
PL	be.flat	PL|be.flat	1
be.flat	cl.round.small.	be.flat|cl.round.small.	1
cl.round.small.	DEM	cl.round.small.|DEM	1
INCH	cook[3sbj.def]	INCH|cook[3sbj.def]	1
cook[3sbj.def]	loosely.woven.plate.basket	cook[3sbj.def]|loosely.woven.plate.basket	1
loosely.woven.plate.basket	LOC	loosely.woven.plate.basket|LOC	1
cook[3sbj.def].	DEM	cook[3sbj.def].|DEM	1
coals	PROG	coals|PROG	1
PL	be.inside	PL|be.inside	1
be.inside	think[nmlz]	be.inside|think[nmlz]	1
loosely.woven.plate.basket	PROB	loosely.woven.plate.basket|PROB	1
PROB	burn.through[3sbj.pass].	PROB|burn.through[3sbj.pass].	1
burn.through[3sbj.pass].	INCH	burn.through[3sbj.pass].|INCH	1
shake.from.side.to.side	3SBJ.INDF	shake.from.side.to.side|3SBJ.INDF	2
cook[3sbj.pass]	INCH	cook[3sbj.pass]|INCH	1
INCH	finally	INCH|finally	1
3SBJ.INDF	see.if[nmlz]	3SBJ.INDF|see.if[nmlz]	1
see.if[nmlz]	good	see.if[nmlz]|good	1
be.so[3sbj.stv]	1SG	be.so[3sbj.stv]|1SG	1
NMLZ.INF.	around	NMLZ.INF.|around	1
bare	foot	bare|foot	2
foot	go[1sbj]	foot|go[1sbj]	1
go[1sbj]	1NEG	go[1sbj]|1NEG	1
1NEG	wear	1NEG|wear	1
wear	foot	wear|foot	1
foot	TH.IMPL	foot|TH.IMPL	1
TH.IMPL	NEG[NMLZ].	TH.IMPL|NEG[NMLZ].	1
indian.style	INDF	indian.style|INDF	2
INDF	boat.	INDF|boat.	1
boat.	white.man	boat.|white.man	1
3POSS	OPT	3POSS|OPT	2
3OBJ[1SBJ]	DEM.PROX	3OBJ[1SBJ]|DEM.PROX	1
3PL	OPT	3PL|OPT	1
OPT	know	OPT|know	3
3OBJ[1SBJ].	how.int	3OBJ[1SBJ].|how.int	1
make	NMLZ.P	make|NMLZ.P	3
NMLZ.P	boat.	NMLZ.P|boat.	1
boat.	PST	boat.|PST	1
3SBJ.INDF	1PL	3SBJ.INDF|1PL	1
3SBJ.IMPL	long.ago.	3SBJ.IMPL|long.ago.	1
long.ago.	horn	long.ago.|horn	1
horn	PROG	horn|PROG	1
3SBJ.IMPL.	AFF	3SBJ.IMPL.|AFF	1
INCH	hollow.out	INCH|hollow.out	1
hollow.out	3SBJ<NMLZ.P>IMPL.	hollow.out|3SBJ<NMLZ.P>IMPL.	1
3SBJ<NMLZ.P>IMPL.	redwood	3SBJ<NMLZ.P>IMPL.|redwood	1
redwood	redwood	redwood|redwood	1
pick.out	TH.IMPL	pick.out|TH.IMPL	1
split.straight	NMLZ.A.	split.straight|NMLZ.A.	1
NMLZ.A.	boat	NMLZ.A.|boat	1
INDF	boat	INDF|boat	1
AFF	make	AFF|make	1
make	NMLZ.P.	make|NMLZ.P.	5
NMLZ.P.	DUB	NMLZ.P.|DUB	1
burn.pass	INST.IMPL[3SBJ]	burn.pass|INST.IMPL[3SBJ]	2
INST.IMPL[3SBJ]	1NEG	INST.IMPL[3SBJ]|1NEG	1
3OBJ	DEM	3OBJ|DEM	1
INST.IMPL[3SBJ]	be.inside	INST.IMPL[3SBJ]|be.inside	1
be.inside	NMLZ.P	be.inside|NMLZ.P	1
on.that.side.	be.one	on.that.side.|be.one	1
UNK	make<nmlz.p>	UNK|make<nmlz.p>	1
make<nmlz.p>	seat	make<nmlz.p>|seat	1
seat	AFF	seat|AFF	1
DEF	sit	DEF|sit	1
sit	3SBJ<NMLZ.P>INDF.	sit|3SBJ<NMLZ.P>INDF.	1
3SBJ<NMLZ.P>INDF.	bow[loc]	3SBJ<NMLZ.P>INDF.|bow[loc]	1
bow[loc]	also	bow[loc]|also	1
DEF	tie.up	DEF|tie.up	1
tie.up	3SBJ<NMLZ.P>INDF	tie.up|3SBJ<NMLZ.P>INDF	1
3SBJ<NMLZ.P>INDF	bow[loc]	3SBJ<NMLZ.P>INDF|bow[loc]	1
bow[loc]	on.that.side	bow[loc]|on.that.side	1
EMPH	be.face	EMPH|be.face	1
be.face	NMLZ.A	be.face|NMLZ.A	1
NMLZ.A	on.that.side.	NMLZ.A|on.that.side.	1
on.that.side.	behind	on.that.side.|behind	1
on.that.side	both.sides	on.that.side|both.sides	1
both.sides	knob	both.sides|knob	1
knob	cl.round	knob|cl.round	1
cl.round	something	cl.round|something	1
DEF	AFF	DEF|AFF	1
EMPH	make	EMPH|make	1
make	3SBJ.IMPL	make|3SBJ.IMPL	4
DEF	PROG	DEF|PROG	1
brace.feet[3sbj.pass]	AFF	brace.feet[3sbj.pass]|AFF	1
OPT	pole	OPT|pole	1
pole	3SBJ.DEF.	pole|3SBJ.DEF.	2
3SBJ.DEF.	oars	3SBJ.DEF.|oars	1
oars	also	oars|also	1
make<nmlz.p>	DEM	make<nmlz.p>|DEM	1
oars	PROG	oars|PROG	1
make<nmlz.p>	sometimes	make<nmlz.p>|sometimes	1
very	look<3sbj.stv>so	very|look<3sbj.stv>so	1
boat	NEG.EMPH	boat|NEG.EMPH	1
NEG.EMPH	paint	NEG.EMPH|paint	1
paint	3SBJ<TH.NEG>IMPL	paint|3SBJ<TH.NEG>IMPL	1
3SBJ<TH.NEG>IMPL	ADVS.	3SBJ<TH.NEG>IMPL|ADVS.	1
3SUB	AFF	3SUB|AFF	3
AFF	bucket.basket	AFF|bucket.basket	1
bucket.basket	AFF	bucket.basket|AFF	1
AFF	bottom.knot	AFF|bottom.knot	1
make[1sbj].	hazel.brush	make[1sbj].|hazel.brush	1
hazel.brush	first	hazel.brush|first	1
first	be.wet	first|be.wet	1
be.wet	CAUS[1SBJ]	be.wet|CAUS[1SBJ]	1
CAUS[1SBJ]	bottom.knot	CAUS[1SBJ]|bottom.knot	1
first	1POSS	first|1POSS	1
1POSS	make	1POSS|make	1
make	NMLZ.INF.	make|NMLZ.INF.	1
INCH	put.on.sticks[1sbj]	INCH|put.on.sticks[1sbj]	1
put.on.sticks[1sbj]	AFF	put.on.sticks[1sbj]|AFF	1
bottom.knot	already	bottom.knot|already	1
CESS	NMLZ.INF.	CESS|NMLZ.INF.	1
NMLZ.INF.	3NEG	NMLZ.INF.|3NEG	1
be.large	cl.small.round[3sbj.stv]	be.large|cl.small.round[3sbj.stv]	1
cl.small.round[3sbj.stv]	AFF	cl.small.round[3sbj.stv]|AFF	1
EMPH	flat	EMPH|flat	1
weave	3OBJ[1SBJ].	weave|3OBJ[1SBJ].	1
then	turn.up	then|turn.up	1
turn.up	3SBJ<NMLZ.P>IMPL.	turn.up|3SBJ<NMLZ.P>IMPL.	1
3SBJ<NMLZ.P>IMPL.	PST	3SBJ<NMLZ.P>IMPL.|PST	1
ITER	put.on.sticks[1sbj]	ITER|put.on.sticks[1sbj]	1
EMPH	AUG	EMPH|AUG	2
be.large	cl.small.round[3sbj.stv].	be.large|cl.small.round[3sbj.stv].	1
cl.small.round[3sbj.stv].	AFF	cl.small.round[3sbj.stv].|AFF	1
NMLZ.P	turn.up	NMLZ.P|turn.up	1
go	3SBJ.DEF[PASS]	go|3SBJ.DEF[PASS]	1
INCH	decorate	INCH|decorate	1
decorate	3SBJ<NMLZ.P>IMPL	decorate|3SBJ<NMLZ.P>IMPL	1
3SBJ<NMLZ.P>IMPL	white.grass	3SBJ<NMLZ.P>IMPL|white.grass	1
white.grass	AFF	white.grass|AFF	1
show.so	INST.IMPL[3SBJ.STV].	show.so|INST.IMPL[3SBJ.STV].	1
INST.IMPL[3SBJ.STV].	first	INST.IMPL[3SBJ.STV].|first	1
first	use	first|use	1
spruce.root.	white.grass	spruce.root.|white.grass	1
white.grass	then	white.grass|then	2
white.man	lady.fern	white.man|lady.fern	3
lady.fern	also	lady.fern|also	1
PROG	put.with	PROG|put.with	2
put.with	INST.IMPL[NMLZ].	put.with|INST.IMPL[NMLZ].	2
also	maidenhair.fern	also|maidenhair.fern	1
maidenhair.fern	PROG	maidenhair.fern|PROG	1
put.with	INST.IMPL[NMLZ]	put.with|INST.IMPL[NMLZ]	1
EMPH	nice	EMPH|nice	1
very	appear<3sbj.stv>.	very|appear<3sbj.stv>.	1
be.large	make	be.large|make	1
AFF	bucket.basket.	AFF|bucket.basket.	1
CESS	weave<nmlz.p>	CESS|weave<nmlz.p>	1
weave<nmlz.p>	DEM	weave<nmlz.p>|DEM	1
make.top.braid	3SBJ.INDF	make.top.braid|3SBJ.INDF	1
weave	NMLZ.P.	weave|NMLZ.P.	2
NMLZ.P.	five	NMLZ.P.|five	1
INDF	rows	INDF|rows	2
rows	AFF	rows|AFF	2
weave	NMLZ.P	weave|NMLZ.P	1
1PL	1POSS	1PL|1POSS	1
1POSS	tell.tradition	1POSS|tell.tradition	1
tell.tradition	NMLZ.INF	tell.tradition|NMLZ.INF	1
NMLZ.INF	five	NMLZ.INF|five	1
talk.about[1sbj]	DEF	talk.about[1sbj]|DEF	1
DEF	weave	DEF|weave	3
weave	3SBJ<NMLZ.P>INDF.	weave|3SBJ<NMLZ.P>INDF.	3
EMP	be.different.way	EMP|be.different.way	1
be.different.way	3SBJ<NMLZ.P>IMPL	be.different.way|3SBJ<NMLZ.P>IMPL	1
3SBJ<NMLZ.P>INDF.	sometimes	3SBJ<NMLZ.P>INDF.|sometimes	1
PROG	weave.tightly	PROG|weave.tightly	1
weave.tightly	3SBJ.INDF	weave.tightly|3SBJ.INDF	1
weave.loosely	3SBJ.INDF	weave.loosely|3SBJ.INDF	1
ADVS	loosely.woven.plate.basket	ADVS|loosely.woven.plate.basket	1
SER	make	SER|make	2
3SBJ.IMPL	pack.basket	3SBJ.IMPL|pack.basket	1
pack.basket	weave.loosely	pack.basket|weave.loosely	1
weave.loosely	NMLZ.INST.	weave.loosely|NMLZ.INST.	1
DEF	weave.tight	DEF|weave.tight	2
weave.tight	NMLZ.INF	weave.tight|NMLZ.INF	2
also	another.kind.	also|another.kind.	1
another.kind.	nice	another.kind.|nice	1
very	bucket.basket	very|bucket.basket	1
bucket.basket	when	bucket.basket|when	1
DEF	make	DEF|make	11
NMLZ.P.	spruce.root	NMLZ.P.|spruce.root	1
EMPH	SER	EMPH|SER	3
spruce.tree	3POSS	spruce.tree|3POSS	1
3POSS	roots	3POSS|roots	3
roots	3POSS	roots|3POSS	1
3POSS	beach.pine	3POSS|beach.pine	1
beach.pine	3POSS	beach.pine|3POSS	1
roots	3POSS.	roots|3POSS.	2
PROG	cook[3sbj.def]	PROG|cook[3sbj.def]	1
cook[3sbj.def]	3POSS	cook[3sbj.def]|3POSS	1
then	PL	then|PL	1
PL	split	PL|split	2
split	3SBJ.IMPL.	split|3SBJ.IMPL.	1
3SBJ.IMPL.	DEF	3SBJ.IMPL.|DEF	1
DEM.DIST	dry<nmlz.p>	DEM.DIST|dry<nmlz.p>	3
dry<nmlz.p>	outdoors	dry<nmlz.p>|outdoors	1
outdoors	at.night	outdoors|at.night	1
frost	when	frost|when	1
make	SUB	make|SUB	1
SUB	INST.IMPL[NMLZ].	SUB|INST.IMPL[NMLZ].	1
INST.IMPL[NMLZ].	think[nmlz]	INST.IMPL[NMLZ].|think[nmlz]	1
PROG	be<3sbj.stv>soft	PROG|be<3sbj.stv>soft	1
be<3sbj.stv>soft	DEM	be<3sbj.stv>soft|DEM	1
be.wet[3sbj.stv]	DEM.DIST	be.wet[3sbj.stv]|DEM.DIST	1
DEM.DIST	spruce.root	DEM.DIST|spruce.root	1
spruce.root	PL	spruce.root|PL	1
day	3SUB	day|3SUB	1
3SUB	water	3SUB|water	1
take.out	3SBJ<NMLZ.P>IMPL	take.out|3SBJ<NMLZ.P>IMPL	1
INCH	ITER	INCH|ITER	1
squeeze	3SBJ.IMPL.	squeeze|3SBJ.IMPL.	1
INCH	split	INCH|split	1
split	with.teeth	split|with.teeth	1
with.teeth	3SBJ.INDF	with.teeth|3SBJ.INDF	1
DEM	make.fine	DEM|make.fine	1
make.fine	3SBJ.INDF	make.fine|3SBJ.INDF	1
3SBJ.INDF	whatever	3SBJ.INDF|whatever	1
EMPH	think[nmlz]	EMPH|think[nmlz]	1
INCH	fine	INCH|fine	1
fine	weave	fine|weave	3
NMLZ.INF	be.large	NMLZ.INF|be.large	1
be.large	weave	be.large|weave	2
NMLZ.INF	also	NMLZ.INF|also	1
some	be.thick	some|be.thick	1
be.thick	3SBJ<NMLZ.P>STV.	be.thick|3SBJ<NMLZ.P>STV.	1
3SBJ<NMLZ.P>STV.	whatever	3SBJ<NMLZ.P>STV.|whatever	1
EMPH	FUT	EMPH|FUT	1
make	INST.IMPL[3SBJ.PASS].	make|INST.IMPL[3SBJ.PASS].	1
INST.IMPL[3SBJ.PASS].	DEM	INST.IMPL[3SBJ.PASS].|DEM	1
DEM	white.grass	DEM|white.grass	1
INST.IMPL[NMLZ].	white.man	INST.IMPL[NMLZ].|white.man	1
lady.fern	here	lady.fern|here	1
here	ADVS	here|ADVS	2
3SBJ.DEF	in.the.woods	3SBJ.DEF|in.the.woods	1
in.the.woods	DEM	in.the.woods|DEM	1
3SBJ.DEF	white.man	3SBJ.DEF|white.man	3
lady.fern.	maidenhair.fern	lady.fern.|maidenhair.fern	1
maidenhair.fern	DEM	maidenhair.fern|DEM	1
DEF	show.so	DEF|show.so	1
show.so	INST.IMPL[NMLZ]	show.so|INST.IMPL[NMLZ]	1
INST.IMPL[NMLZ]	DEF	INST.IMPL[NMLZ]|DEF	1
3SBJ<NMLZ.P>INDF.	3NEG	3SBJ<NMLZ.P>INDF.|3NEG	1
fade	NMLZ.P	fade|NMLZ.P	1
NMLZ.P	white.man	NMLZ.P|white.man	1
be.long.time	carry	be.long.time|carry	1
3OBJ	2SBJ<TH.SBJV>SBJV	3OBJ|2SBJ<TH.SBJV>SBJV	1
2SBJ<TH.SBJV>SBJV	PROG	2SBJ<TH.SBJV>SBJV|PROG	1
fade[3sbj.stv]	when	fade[3sbj.stv]|when	1
when	mark	when|mark	1
mark	NMLZ.P.	mark|NMLZ.P.	1
NMLZ.P.	CESS	NMLZ.P.|CESS	1
be.tired[1sbj]	CESS	be.tired[1sbj]|CESS	1
CESS	weave[1sbj]	CESS|weave[1sbj]	1
weave[1sbj]	AFF…	weave[1sbj]|AFF…	1
forget	3OBJ[1SBJ]	forget|3OBJ[1SBJ]	1
3OBJ[1SBJ]	also	3OBJ[1SBJ]|also	1
also	hazel.brush	also|hazel.brush	1
DEF	cut	DEF|cut	1
cut	TH.IMPL	cut|TH.IMPL	6
3SBJ<NMLZ.P>IMPL.	sometimes	3SBJ<NMLZ.P>IMPL.|sometimes	1
